"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
847501,"7500 RIDGELAND DRIVE","BISMARCK","ND",58503,46.8857832580001,-100.785826928,1,"7500 RIDGELAND DRIVE, BISMARCK, ND, 58503","Match","Exact","7500 RIDGELAND DR, BISMARCK, ND, 58503",652097422,"R"
847502,"7500 RIDGEMONT DR","NEWBURGH","IN",47630,37.9670119680001,-87.387393891,2,"7500 RIDGEMONT DR, NEWBURGH, IN, 47630","Match","Exact","7500 RIDGEMONT DR, NEWBURGH, IN, 47630",32218577,"L"
847503,"7500 RIDGEWELL COURT","BELTSVILLE","MD",20705,39.0442663370001,-76.875469787,3,"7500 RIDGEWELL COURT, BELTSVILLE, MD, 20705","Match","Exact","7500 RIDGEWELL CT, BELTSVILLE, MD, 20705",76336634,"L"
847504,"7500 ROBERT KLEBERG LANE","AUSTIN","TX",78749,30.225714839,-97.8720656199999,4,"7500 ROBERT KLEBERG LANE, AUSTIN, TX, 78749","Match","Non_Exact","7500 ROBERT KLEBURG LN, AUSTIN, TX, 78749",64002854,"R"
847505,"7500 ROSWELL RD UNIT 114","ATLANTA","GA",30350,33.9607942970001,-84.365643244,5,"7500 ROSWELL RD UNIT 114, ATLANTA, GA, 30350","Match","Exact","7500 ROSWELL RD, ATLANTA, GA, 30350",17354312,"L"
847506,"7500 ROSWELL ROAD SUITE 41","SANDY SPRINGS","GA",30350,33.9607942970001,-84.365643244,6,"7500 ROSWELL ROAD SUITE 41, SANDY SPRINGS, GA, 30350","Match","Exact","7500 ROSWELL RD, SANDY SPRINGS, GA, 30350",17354312,"L"
847507,"7500 S I-H 35 1136","AUSTIN","TX",78745,NA,NA,7,"7500 S I-H 35 1136, AUSTIN, TX, 78745","No_Match",NA,NA,NA,NA
847508,"7500 S IH 35 APT 836","AUSTIN","TX",78745,NA,NA,8,"7500 S IH 35 APT 836, AUSTIN, TX, 78745","No_Match",NA,NA,NA,NA
847509,"7500 SHEA RD","FABIUS","NY",13063,42.899652508,-76.0063853039999,9,"7500 SHEA RD, FABIUS, NY, 13063","Match","Exact","7500 SHEA RD, FABIUS, NY, 13063",46578901,"R"
847510,"7500 SPRINGBROOK ROAD","PLEASANT PRAIRIE","WI",53158,42.5016413390001,-87.889177397,10,"7500 SPRINGBROOK ROAD, PLEASANT PRAIRIE, WI, 53158","Match","Exact","7500 SPRINGBROOK RD, PLEASANT PRAIRIE, WI, 53158",79799034,"L"
847511,"7500 STATE ROAD 166","TOBINSPORT","IN",47520,37.9062766550001,-86.64248767,11,"7500 STATE ROAD 166, TOBINSPORT, IN, 47520","Match","Exact","7500 STATE RD 166, TOBINSPORT, IN, 47520",7692224,"R"
847512,"7500 SW 120 ST","MIAMI","FL",33156,25.6593585590001,-80.3155961209999,12,"7500 SW 120 ST, MIAMI, FL, 33156","Match","Exact","7500 SW 120TH ST, MIAMI, FL, 33156",115985137,"L"
