"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
334501,"210 SOUTH LAMAR","WEATHERFORD","TX",76086,32.75726259,-97.8039125559999,1,"210 SOUTH LAMAR, WEATHERFORD, TX, 76086","Match","Non_Exact","210 S LAMAR ST, WEATHERFORD, TX, 76086",103576082,"L"
334502,"210 SOUTH MAIN STREET","FAIRMON","MN",56031,43.6520393260001,-94.463716112,2,"210 SOUTH MAIN STREET, FAIRMON, MN, 56031","Match","Non_Exact","210 S MAIN ST, FAIRMONT, MN, 56031",608315349,"L"
334503,"210 SOUTH PRINCE STREET","LANCASTER","PA",17603,40.0343253080001,-76.307113229,3,"210 SOUTH PRINCE STREET, LANCASTER, PA, 17603","Match","Exact","210 S PRINCE ST, LANCASTER, PA, 17603",179664540,"R"
334504,"210 SOUTH PRINCE STREET","LANCASTER","PA",17604,40.0343253080001,-76.307113229,4,"210 SOUTH PRINCE STREET, LANCASTER, PA, 17604","Match","Non_Exact","210 S PRINCE ST, LANCASTER, PA, 17603",179664540,"R"
334505,"210 SOUTH RIVERVIEW AVENUE","MIAMISBURG","OH",45342,39.638027439,-84.296755199,5,"210 SOUTH RIVERVIEW AVENUE, MIAMISBURG, OH, 45342","Match","Exact","210 S RIVERVIEW AVE, MIAMISBURG, OH, 45342",653475784,"L"
334506,"210 SOUTH SCIENTIFIC STREET","HIGH POINT","NC",27260,35.977430364,-79.953025119,6,"210 SOUTH SCIENTIFIC STREET, HIGH POINT, NC, 27260","Match","Exact","210 S SCIENTIFIC ST, HIGH POINT, NC, 27260",131042844,"R"
334507,"210 SOUTH ST UNIT 10-04","BOSTON","MA",2111,42.350211223,-71.057527664,7,"210 SOUTH ST UNIT 10-04, BOSTON, MA, 2111","Match","Exact","210 SOUTH ST, BOSTON, MA, 02111",85710692,"L"
334508,"210 SOUTH STREET","FITCHBURG","MA",1420,42.575034326,-71.7993709529999,8,"210 SOUTH STREET, FITCHBURG, MA, 1420","Match","Exact","210 SOUTH ST, FITCHBURG, MA, 01420",40028256,"L"
334509,"210 SOUTH WABASH STREET","WABASH","IN",46992,40.7968056980001,-85.8206592769999,9,"210 SOUTH WABASH STREET, WABASH, IN, 46992","Match","Exact","210 S WABASH ST, WABASH, IN, 46992",15529722,"L"
334510,"210 SOUTH WATCHTOWER 101","WILDER","KY",41076,39.0363983990001,-84.476125283,10,"210 SOUTH WATCHTOWER 101, WILDER, KY, 41076","Match","Non_Exact","210 S WATCHTOWER DR, WILDER, KY, 41076",104454831,"R"
334511,"210 SOUTH WELLWOOD AVENUE","LLINDENHURST","NY",11757,40.685436925,-73.371875734,11,"210 SOUTH WELLWOOD AVENUE, LLINDENHURST, NY, 11757","Match","Non_Exact","210 S WELLWOOD AVE, LINDENHURST, NY, 11757",113974116,"L"
334512,"210 SOUTHGATE DR","SAN JUAN","TX",78589,26.223700105,-98.152030011,12,"210 SOUTHGATE DR, SAN JUAN, TX, 78589","Match","Non_Exact","210 SOUTHGATE AVE, SAN JUAN, TX, 78589",627595965,"R"
334513,"210 SOUTHLAND STATION DR 198","WARNER ROBINS","GA",31093,32.5893760010001,-83.627492377,13,"210 SOUTHLAND STATION DR 198, WARNER ROBINS, GA, 31093","Match","Non_Exact","210 SOUTHLAND STATION DR, WARNER ROBINS, GA, 31088",609532338,"L"
334514,"210 SOUTHVIEW DRIVE","SOUTH JACKSONVILLE","IL",62650,39.7076083210001,-90.226038401,14,"210 SOUTHVIEW DRIVE, SOUTH JACKSONVILLE, IL, 62650","Match","Exact","210 SOUTHVIEW DR, SOUTH JACKSONVILLE, IL, 62650",81432763,"R"
334515,"210 SPINDLETOP LANE","FT THOMAS","KY",41075,39.079884791,-84.464417334,15,"210 SPINDLETOP LANE, FT THOMAS, KY, 41075","Match","Non_Exact","210 SPINDLE TOP LN, FORT THOMAS, KY, 41075",104452648,"L"
334516,"210 SPLIT ROCK ROAD","SYOSSET","NY",11791,40.8338494500001,-73.5080535549999,16,"210 SPLIT ROCK ROAD, SYOSSET, NY, 11791","Match","Exact","210 SPLIT ROCK RD, SYOSSET, NY, 11791",147639811,"R"
334517,"210 SPRAGUE ST","RUSHVILLE","NE",69360,42.7174340130001,-102.46094209,17,"210 SPRAGUE ST, RUSHVILLE, NE, 69360","Match","Exact","210 SPRAGUE ST, RUSHVILLE, NE, 69360",639940856,"R"
334518,"210 SPRING HILL DR SUITE 155","SPRING","TX",77386,30.1219747530001,-95.439728644,18,"210 SPRING HILL DR SUITE 155, SPRING, TX, 77386","Match","Exact","210 SPRING HILL DR, SPRING, TX, 77386",645494039,"R"
334519,"210 SPRING STREET","WINDSOR LOCKS","CT",6096,41.931298085,-72.649338268,19,"210 SPRING STREET, WINDSOR LOCKS, CT, 6096","Match","Exact","210 SPRING ST, WINDSOR LOCKS, CT, 06096",3487471,"L"
