"ID","Address","City","State","Zip"
115001,"2115 N GREENBRIER STREET","SANTA ANA","CA","92706"
115002,"2115 N VALLEY DRIVE","MANHATTAN BEACH","CA","90266"
115003,"2115 NINEBARK ST","LYNDEN","WA","98264"
115004,"2115 NORWOOD DR","MOUNTAIN HOME","AR","72653"
115005,"2115 NW 193RD TER","MIAMI","FL","33056"
115006,"2115 POST OFFICE STREET","GALVESTON","TX","77550"
115007,"2115 ROOT STREET","FULLERTON","CA","92833"
115008,"2115 RYER AVE APT 34B","BRONX","NY","10457"
115009,"2115 S OLD MANOR RD","WICHITA","KS","67218"
115010,"2115 S TONNE DRIVE APT 113","ARLINGTON HEIGHTS","IL","60005"
115011,"2115 SILVERHEELS DR","LARKSPUR","CO","80118"
115012,"2115 SPARROW RD","CHESAPEAKE","VA","23320"
115013,"2115 SQUIRREL RUN","MINERAL RIDGE","OH","44440"
115014,"2115 SUNRISE CIRCLE WEST","UPLAND","CA","91784"
115015,"2115 TURTLE POND CT","SUFFOLK","VA","23434"
115016,"2115 VIRGIL PLACE","BRONX","NY","10473"
115017,"2115 W 500 N","SHARPSVILLE","IN","46068"
115018,"2115 W MARKET ST","POTTSVILLE","PA","17901"
115019,"2115 WHIRLAWAY DRIVE","STAFFORD","TX","77477"
115020,"2115 WYDA WAY APT 14","SACRAMENTO","CA","95825"
115021,"2115-301 CLAREGLEN CT","CRESCENT SPRINGS","KY","41017"
115022,"21150 COUNTRY PLACE LANE","BUCYRUS","KS","66013"
115023,"21150 GRAPEVINE DRIVE","PATTERSON","CA","95363"
115024,"21150 NE 22ND COURT","MIAMI","FL","33180"
115025,"21150 NE 38TH AVENUE APT 2206","AVENTURA","FL","33180"
115026,"21150 RT 19","CRANBERRY TWP","PA","16066"
115027,"21151 S WESTERN AVE","TORRANCE","CA","90501"
115028,"21151 S WESTERN AVENUE SUITE 234","TORRANCE","CA","90501"
115029,"21153 OLD COVINGTON HWY","HAMMOND","LA","70403"
115030,"21153 STATE HIGHWAY O","ADVANCE","MO","63730"
115031,"21153 WOODBRIDGE DR","FRANKFORT","IL","60423"
115032,"21155 N 56TH STREET SUITE 3125","PHOENIX","AZ","85054"
115033,"21157 ISOTOPE TRAIL","LAKEVILLE","MN","55044"
115034,"21158 HANSEN ROAD","TRACY","CA","95304"
115035,"21159 VIA NORIEGA","YORBA LINDA","CA","92887"
115036,"2115B WALLACE STREET","PHILADELPHIA","PA","19130"
115037,"2116 16TH STREET","GREELEY","CO","80631"
115038,"2116 73RD AVE","OAKLAND","CA","94621"
115039,"2116 BARRACKS DR","FT WORTH","TX","76177"
115040,"2116 CEDAR LANE","ATHENS","TX","75751"
115041,"2116 CENTRAL STREET","STOUGHTON","MA","02072"
