"ID","Address","City","State","Zip"
228001,"5 MINORTOWN ROAD","WOODBURY","CT","06798"
228002,"5 MISSISSIPPI AVE","MILTON","DE","19968"
228003,"5 MOCCASIN LANE","ROLLING HILLS ESTATE","CA","90274"
228004,"5 MOLLY ONEILL RD","WALLINGFORD","CT","06492"
228005,"5 MONACELLA CT","FLORISSANT","MO","63031"
228006,"5 MONROE FIELD COURT","CATONSVILLE","MD","21228"
228007,"5 MONTE SANO DR","HANAHAN","SC","29410"
228008,"5 MONTGOMERY STREET UNIT B1","BELLEVILLE","NJ","07109"
228009,"5 MOONCOIN CIRCLE","WALDORF","MD","20602"
228010,"5 MOONRAKER COURT","CHAPIN","SC","29036"
228011,"5 MOORE ROAD","TIFTON","GA","31794"
228012,"5 MORRIS DRIVE","GLEN MILLS","PA","19342"
228013,"5 MOUNT COURT","EAST BRUNSWICK","NJ","08816"
228014,"5 MOUNT HYGEIA ROAD","FOSTER","RI","02825"
228015,"5 MOUNTAIN ROSE CT","SIMPSONVILLE","SC","29681"
228016,"5 MULBERRY LANE","SOUTH WALPOLE","MA","02071"
228017,"5 MUNICIPAL ROAD","NEW RINGGOLD","PA","17960"
228018,"5 MUSCATANIPUS ROAD","BROOKLINE","NH","03033"
228019,"5 MYSTIC WAY DRIVE","COLUMBIA","SC","29229"
228020,"5 N 17TH AVE 401","JACKSONVILLE BEACH","FL","32250"
228021,"5 N 783 W SUNSET VIEWS DR","ST CHARLES","IL","60175"
228022,"5 N BATTERY STREET","HIGHLAND SPRINGS","VA","23075"
228023,"5 N BLOOMFIELD ROAD","WINCHESTER","KY","40391"
228024,"5 N G ST STE 205","MIDLAND","TX","79701"
228025,"5 N GARDEN ST","ROCK ISLAND","WA","98850"
228026,"5 N HWY 101 UNIT 349","WARRENTON","OR","97146"
228027,"5 N KENT STREET","WINCHESTER","VA","22601"
228028,"5 N METEOR AVENUE","CLEARWATER","FL","33765"
228029,"5 N ORANGE STREET","CARLISLE","PA","17013"
228030,"5 N THIRD","MEMPHIS","TN","38103"
228031,"5 N WOODMONT CIRCLE","MADISON","WI","53717"
228032,"5 NAHOMAN ST","OAK BLUFFS","MA","02557"
228033,"5 NASSAU STREET","ISLIP TERRACE","NY","11752"
228034,"5 NEPONSET ST STE3","WORCESTER","MA","01606"
228035,"5 NESHAMINY INTERPLEX - SUITE 205","TREVOSE","PA","19053"
