"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
77001,"1610 AVE PONCE DE LEON  SUITE 2B","SAN JUAN","PR",909,18.4438598400001,-66.0653917609999,1,"1610 AVE PONCE DE LEON  SUITE 2B, SAN JUAN, PR, 909","Match","Exact","1610 AVE PONCE DE LEON, SAN JUAN, PR, 00909",206605311,"R"
77002,"1610 AVON AVE SW","ATLANTA","GA",30311,33.7225012960001,-84.4402704569999,2,"1610 AVON AVE SW, ATLANTA, GA, 30311","Match","Exact","1610 AVON AVE SW, ATLANTA, GA, 30311",17341189,"L"
77003,"1610 BARLOW","TRAVERSE CITY","MI",49686,44.740488199,-85.6055280319999,3,"1610 BARLOW, TRAVERSE CITY, MI, 49686","Match","Non_Exact","1610 BARLOW ST, TRAVERSE CITY, MI, 49686",647597689,"L"
77004,"1610 BEAVERS SPRING CIRCLE","HOUSTON","TX",77090,30.016011844,-95.4564514039999,4,"1610 BEAVERS SPRING CIRCLE, HOUSTON, TX, 77090","Match","Non_Exact","1610 BEAVER SPRINGS CIR, HOUSTON, TX, 77090",96009283,"L"
77005,"1610 BEECH","TEXARKANA","AR",71854,33.4384741900001,-94.0394123309999,5,"1610 BEECH, TEXARKANA, AR, 71854","Match","Non_Exact","1610 BEECH ST, TEXARKANA, AR, 71854",57274965,"R"
77006,"1610 BROOKHAVEN ROAD","WYNNEWOOD","PA",19096,39.9880718800001,-75.28221352,6,"1610 BROOKHAVEN ROAD, WYNNEWOOD, PA, 19096","Match","Exact","1610 BROOKHAVEN RD, WYNNEWOOD, PA, 19096",616028879,"L"
77007,"1610 BROOKS STREET POB 3938","BATESVILLE","AR",72501,35.781066953,-91.657062098,7,"1610 BROOKS STREET POB 3938, BATESVILLE, AR, 72501","Match","Exact","1610 BROOKS ST, BATESVILLE, AR, 72501",41642453,"R"
77008,"1610 CAFFREY AVENUE APT 4C","FAR ROCKAWAY","NY",11691,NA,NA,8,"1610 CAFFREY AVENUE APT 4C, FAR ROCKAWAY, NY, 11691","No_Match",NA,NA,NA,NA
77009,"1610 CALLAWAY LOOP","CONYERS","GA",30012,33.691296197,-84.0021905739999,9,"1610 CALLAWAY LOOP, CONYERS, GA, 30012","Match","Exact","1610 CALLAWAY LOOP, CONYERS, GA, 30012",632674210,"L"
77010,"1610 CHRISTIAN AVE","SPRINGDALE","AR",72762,36.191562747,-94.148409208,10,"1610 CHRISTIAN AVE, SPRINGDALE, AR, 72762","Match","Exact","1610 CHRISTIAN AVE, SPRINGDALE, AR, 72762",652954648,"R"
77011,"1610 COOLHURST AVE","SHERWOOD","AR",72120,34.819022451,-92.2084151459999,11,"1610 COOLHURST AVE, SHERWOOD, AR, 72120","Match","Exact","1610 COOLHURST AVE, SHERWOOD, AR, 72120",83498441,"L"
77012,"1610 COOPER FOSTER PK RD","LORAIN","OH",44053,41.41825584,-82.195288531,12,"1610 COOPER FOSTER PK RD, LORAIN, OH, 44053","Match","Exact","1610 COOPER FOSTER PARK RD, LORAIN, OH, 44053",55437557,"L"
77013,"1610 CORSICANA","ABILENE","TX",79605,32.434128362,-99.794620276,13,"1610 CORSICANA, ABILENE, TX, 79605","Match","Non_Exact","1610 CORSICANA AVE, ABILENE, TX, 79605",129967438,"R"
77014,"1610 DES PERES ROAD SUITE 300","SAINT LOUIS","MO",63131,NA,NA,14,"1610 DES PERES ROAD SUITE 300, SAINT LOUIS, MO, 63131","No_Match",NA,NA,NA,NA
77015,"1610 DIXIE AVENUE","GULFPORT","MS",39501,30.3675218400001,-89.12664926,15,"1610 DIXIE AVENUE, GULFPORT, MS, 39501","Match","Exact","1610 DIXIE AVE, GULFPORT, MS, 39501",111377125,"R"
77016,"1610 DIXIE HIGHWAY","PARK HILLS","KY",41011,39.063772349,-84.535002941,16,"1610 DIXIE HIGHWAY, PARK HILLS, KY, 41011","Match","Exact","1610 DIXIE HWY, PARK HILLS, KY, 41011",103875477,"R"
77017,"1610 E ALTON ST","PASCO","WA",99301,46.2306630570001,-119.075778133,17,"1610 E ALTON ST, PASCO, WA, 99301","Match","Exact","1610 E ALTON ST, PASCO, WA, 99301",175250501,"R"
77018,"1610 E CHARLESTON BLVD STE 140--A","LAS VEGAS","NV",89115,NA,NA,18,"1610 E CHARLESTON BLVD STE 140--A, LAS VEGAS, NV, 89115","No_Match",NA,NA,NA,NA
77019,"1610 E COUNTY LINE RD","MINERAL RIDGE","OH",44440,41.1340801700001,-80.76166712,19,"1610 E COUNTY LINE RD, MINERAL RIDGE, OH, 44440","Match","Exact","1610 COUNTY LINE RD, MINERAL RIDGE, OH, 44440",640432399,"L"
77020,"1610 E CROCKETT AVE","HARLINGEN","TX",78550,26.2042656300001,-97.678788421,20,"1610 E CROCKETT AVE, HARLINGEN, TX, 78550","Match","Exact","1610 E CROCKETT AVE, HARLINGEN, TX, 78550",89956972,"R"
77021,"1610 E PARK AVENUE","DES MOINES","IA",50320,41.5553164040001,-93.591693338,21,"1610 E PARK AVENUE, DES MOINES, IA, 50320","Match","Exact","1610 E PARK AVE, DES MOINES, IA, 50320",651712878,"L"
77022,"1610 EAST BELL ROAD SUITE 108","PHOENIX","AZ",85022,33.6404014890001,-112.047744239,22,"1610 EAST BELL ROAD SUITE 108, PHOENIX, AZ, 85022","Match","Exact","1610 E BELL RD, PHOENIX, AZ, 85022",649792114,"L"
77023,"1610 ELAINE ST 2ND FLOOR","PHILADELPHIA","PA",19150,40.0819308390001,-75.174582078,23,"1610 ELAINE ST 2ND FLOOR, PHILADELPHIA, PA, 19150","Match","Exact","1610 ELAINE ST, PHILADELPHIA, PA, 19150",131394883,"R"
77024,"1610 ENFIELD ROAD APT 305","AUSTIN","TX",78703,30.283059144,-97.758969878,24,"1610 ENFIELD ROAD APT 305, AUSTIN, TX, 78703","Match","Exact","1610 ENFIELD RD, AUSTIN, TX, 78703",63942842,"R"
77025,"1610 FILLMORE ST","LITTLE ROCK","AR",72204,34.737482937,-92.3369097519999,25,"1610 FILLMORE ST, LITTLE ROCK, AR, 72204","Match","Non_Exact","1610 S FILLMORE ST, LITTLE ROCK, AR, 72204",83505993,"R"
