"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
23501,"1115 EAST 41ST STREET NUMBER 3","TULSA","OK",74105,36.1043763960001,-95.977793962,1,"1115 EAST 41ST STREET NUMBER 3, TULSA, OK, 74105","Match","Exact","1115 E 41ST ST, TULSA, OK, 74105",166442545,"L"
23502,"1115 EAST CAMPGROUND RD","FLORENCE","SC",29506,34.263412196,-79.7153446189999,2,"1115 EAST CAMPGROUND RD, FLORENCE, SC, 29506","Match","Exact","1115 E CAMPGROUND RD, FLORENCE, SC, 29506",639503499,"L"
23503,"1115 EAST MAIN STREET SUITE 200","ROCHESTER","NY",14609,NA,NA,3,"1115 EAST MAIN STREET SUITE 200, ROCHESTER, NY, 14609","No_Match",NA,NA,NA,NA
23504,"1115 ERICA DR","WAUCONDA","IL",60084,42.276225159,-88.119417917,4,"1115 ERICA DR, WAUCONDA, IL, 60084","Match","Exact","1115 ERICA DR, WAUCONDA, IL, 60084",119700802,"L"
23505,"1115 ESTHER LN","OWATONNA","MN",55060,44.0701845560001,-93.2048337269999,5,"1115 ESTHER LN, OWATONNA, MN, 55060","Match","Non_Exact","1115 ESTHER LN SE, OWATONNA, MN, 55060",38178334,"L"
23506,"1115 FAIRVIEW ROAD","CAMDEN","AR",71701,33.5364675340001,-92.8504087649999,6,"1115 FAIRVIEW ROAD, CAMDEN, AR, 71701","Match","Non_Exact","1115 FAIRVIEW RD SW, CAMDEN, AR, 71701",610625388,"R"
23507,"1115 FARLOW STREET","SPRINGFIELD","OH",45503,39.928101816,-83.790498402,7,"1115 FARLOW STREET, SPRINGFIELD, OH, 45503","Match","Exact","1115 FARLOW ST, SPRINGFIELD, OH, 45503",135023269,"L"
23508,"1115 FOXMEADOW DRIVE","ROYERSFORD","PA",19468,40.200233267,-75.533541288,8,"1115 FOXMEADOW DRIVE, ROYERSFORD, PA, 19468","Match","Exact","1115 FOXMEADOW DR, ROYERSFORD, PA, 19468",135112062,"R"
23509,"1115 G ST SE APT 2","WASHINGTON","DC",20003,NA,NA,9,"1115 G ST SE APT 2, WASHINGTON, DC, 20003","No_Match",NA,NA,NA,NA
23510,"1115 GARDEN PLACE","PAHOKEE","FL",33476,26.828870346,-80.655137826,10,"1115 GARDEN PLACE, PAHOKEE, FL, 33476","Match","Non_Exact","1115 E GARDEN PL, PAHOKEE, FL, 33476",115240091,"L"
