"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
68001,"15044 HOLLY TRACE LANE","MANASSAS","VA",20112,38.6280151920001,-77.4058139909999,1,"15044 HOLLY TRACE LANE, MANASSAS, VA, 20112","Match","Exact","15044 HOLLY TRACE LN, MANASSAS, VA, 20112",652130000,"L"
68002,"15048 AVENIDA COMPADRES","CHINO HILLS","CA",91709,33.9723967130001,-117.774139214,2,"15048 AVENIDA COMPADRES, CHINO HILLS, CA, 91709","Match","Exact","15048 AVE COMPADRES, CHINO HILLS, CA, 91709",145219548,"L"
68003,"15048 DRAPER ROAD","FAYETTEVILLE","AR",72704,36.0761079320001,-94.325789557,3,"15048 DRAPER ROAD, FAYETTEVILLE, AR, 72704","Match","Exact","15048 DRAPER RD, FAYETTEVILLE, AR, 72704",49082396,"L"
68004,"15048 GLENMOORE CIRCLE","CARMEL","IN",46033,40.00699281,-86.0982790419999,4,"15048 GLENMOORE CIRCLE, CARMEL, IN, 46033","Match","Exact","15048 GLENMOORE CIR, CARMEL, IN, 46033",645018726,"L"
68005,"15048 HWY 6","ROSHARON","TX",77583,29.4958637240001,-95.4388292519999,5,"15048 HWY 6, ROSHARON, TX, 77583","Match","Exact","15048 HWY 6, ROSHARON, TX, 77583",650804894,"R"
68006,"1505 31ST STREET NORTH","BIRMINGHAM","AL",35234,33.538549152,-86.80209475,6,"1505 31ST STREET NORTH, BIRMINGHAM, AL, 35234","Match","Exact","1505 31ST ST N, BIRMINGHAM, AL, 35234",81573418,"R"
68007,"1505 345TH AVE","FREDERIC","WI",54837,45.706036372,-92.471396749,7,"1505 345TH AVE, FREDERIC, WI, 54837","Match","Exact","1505 345TH AVE, FREDERIC, WI, 54837",110871763,"R"
68008,"1505 3RD STREET","MOLINE","IL",61265,41.4976586120001,-90.533820152,8,"1505 3RD STREET, MOLINE, IL, 61265","Match","Exact","1505 3RD ST, MOLINE, IL, 61265",9209740,"R"
68009,"1505 ABERCORN LANE","SAVANNAH","TX",76227,33.2295745530001,-96.913374887,9,"1505 ABERCORN LANE, SAVANNAH, TX, 76227","Match","Exact","1505 ABERCORN LN, SAVANNAH, TX, 76227",646829733,"R"
68010,"1505 ARBOR SPRINGS DR","BROWNSBURG","IN",46112,39.867553172,-86.3895916709999,10,"1505 ARBOR SPRINGS DR, BROWNSBURG, IN, 46112","Match","Exact","1505 ARBOR SPRINGS DR, BROWNSBURG, IN, 46112",89217888,"L"
