"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
100001,"1942 GREY EAGLE STREET","HENDERSON","NV",89074,36.031045647,-115.075204033,1,"1942 GREY EAGLE STREET, HENDERSON, NV, 89074","Match","Exact","1942 GREY EAGLE ST, HENDERSON, NV, 89074",201911175,"R"
100002,"1942 HANSON AVE","CLOVIS","CA",93611,36.8094503730001,-119.663087481,2,"1942 HANSON AVE, CLOVIS, CA, 93611","Match","Non_Exact","1942 HANSON, CLOVIS, CA, 93611",606268052,"R"
100003,"1942 HOBSON COURT","MARIETTA","GA",30064,33.9191351750001,-84.611347082,3,"1942 HOBSON COURT, MARIETTA, GA, 30064","Match","Exact","1942 HOBSON CT, MARIETTA, GA, 30064",17196634,"L"
100004,"1942 HORSE SHOE BEND RD","DUNEDIN","FM",34698,NA,NA,4,"1942 HORSE SHOE BEND RD, DUNEDIN, FM, 34698","No_Match",NA,NA,NA,NA
100005,"1942 NW 25TH AVENUE","MIAMI","FL",33125,25.793748151,-80.2379758549999,5,"1942 NW 25TH AVENUE, MIAMI, FL, 33125","Match","Non_Exact","1942 NW 25TH AVE, MIAMI, FL, 33125",116011263,"L"
100006,"1942 PAUOA RD APT A","HONOLULU","HI",96813,21.320201932,-157.851000183,6,"1942 PAUOA RD APT A, HONOLULU, HI, 96813","Match","Exact","1942 PAUOA RD, HONOLULU, HI, 96813",203334838,"L"
100007,"1942 W CORNELIA AVE","CHICAGO","IL",60657,41.945062158,-87.6768886739999,7,"1942 W CORNELIA AVE, CHICAGO, IL, 60657","Match","Exact","1942 W CORNELIA AVE, CHICAGO, IL, 60657",605158886,"R"
100008,"1942 WASHBURN AVE N","MINNEAPOLIS","MN",55411,44.999301218,-93.317138235,8,"1942 WASHBURN AVE N, MINNEAPOLIS, MN, 55411","Match","Exact","1942 WASHBURN AVE N, MINNEAPOLIS, MN, 55411",43622780,"R"
100009,"1942 WEST MANCHESTER AVENUE","LOS ANGELES","CA",90047,33.959962961,-118.312675696,9,"1942 WEST MANCHESTER AVENUE, LOS ANGELES, CA, 90047","Match","Exact","1942 W MANCHESTER AVE, LOS ANGELES, CA, 90047",142445341,"L"
100010,"1942 WESTLAKE AVE APT 1515","SEATTLE","WA",98101,47.6143318090001,-122.337635484,10,"1942 WESTLAKE AVE APT 1515, SEATTLE, WA, 98101","Match","Exact","1942 WESTLAKE AVE, SEATTLE, WA, 98101",186589332,"R"
100011,"19420 LAUREL GLEN AVE","CORNELIUS","NC",28031,35.4761331810001,-80.911471003,11,"19420 LAUREL GLEN AVE, CORNELIUS, NC, 28031","Match","Exact","19420 LAUREL GLEN AVE, CORNELIUS, NC, 28031",70550620,"L"
