"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
52501,"13429 ALIEF CLIDINE ROAD","HOUSTON","TX",77082,29.712494464,-95.620794523,1,"13429 ALIEF CLIDINE ROAD, HOUSTON, TX, 77082","Match","Non_Exact","13429 ALIEF CLODINE RD, HOUSTON, TX, 77082",96581234,"L"
52502,"1343 ABRAHAM TERRACE","HARBOR CITY","CA",90710,33.801133061,-118.30023438,2,"1343 ABRAHAM TERRACE, HARBOR CITY, CA, 90710","Match","Exact","1343 ABRAHAM TER, HARBOR CITY, CA, 90710",142449441,"R"
52503,"1343 ANDRE ST","BALTIMORE","MD",21230,39.270134484,-76.5898757589999,3,"1343 ANDRE ST, BALTIMORE, MD, 21230","Match","Exact","1343 ANDRE ST, BALTIMORE, MD, 21230",206425005,"L"
52504,"1343 BARBER DR","CARBONDALE","CO",81623,39.3985421180001,-107.219819544,4,"1343 BARBER DR, CARBONDALE, CO, 81623","Match","Exact","1343 BARBER DR, CARBONDALE, CO, 81623",646624219,"L"
52505,"1343 CAMINO CRISTOBAL","THOUSAND OAKS","CA",91360,NA,NA,5,"1343 CAMINO CRISTOBAL, THOUSAND OAKS, CA, 91360","No_Match",NA,NA,NA,NA
52506,"1343 CROSS CV","AUSTINTOWN","OH",44515,41.0885614090001,-80.749802094,6,"1343 CROSS CV, AUSTINTOWN, OH, 44515","Match","Exact","1343 CROSS COVE, AUSTINTOWN, OH, 44515",623996586,"R"
52507,"1343 DALESFORD DRIVE","ALPHARETTA","GA",30004,34.1181974720001,-84.2356905629999,7,"1343 DALESFORD DRIVE, ALPHARETTA, GA, 30004","Match","Exact","1343 DALESFORD DR, ALPHARETTA, GA, 30004",70198319,"L"
52508,"1343 E 89TH STREET","BROOKLYN","NY",11236,40.6324596430001,-73.898626296,8,"1343 E 89TH STREET, BROOKLYN, NY, 11236","Match","Exact","1343 E 89TH ST, BROOKLYN, NY, 11236",59086930,"L"
52509,"1343 E PIERSON STREET","PHOENIX","AZ",85014,33.5073960030001,-112.053092642,9,"1343 E PIERSON STREET, PHOENIX, AZ, 85014","Match","Exact","1343 E PIERSON ST, PHOENIX, AZ, 85014",128208950,"R"
52510,"1343 GARNERS LANE SUITE 102","COLUMBIA","SC",29210,NA,NA,10,"1343 GARNERS LANE SUITE 102, COLUMBIA, SC, 29210","No_Match",NA,NA,NA,NA
52511,"1343 GENTRY AVE N APT 109","OAKDALE","MN",55128,44.9677392830001,-92.9832023979999,11,"1343 GENTRY AVE N APT 109, OAKDALE, MN, 55128","Match","Exact","1343 GENTRY AVE N, OAKDALE, MN, 55128",97820879,"R"
52512,"1343 KIMBERLY DR","LAREDO","TX",78045,27.591143491,-99.464965519,12,"1343 KIMBERLY DR, LAREDO, TX, 78045","Match","Exact","1343 KIMBERLY DR, LAREDO, TX, 78045",631032691,"R"
52513,"1343 LA QUINTA WAY","MADERA","CA",93638,36.9483430080001,-120.04063063,13,"1343 LA QUINTA WAY, MADERA, CA, 93638","Match","Exact","1343 LA QUINTA WAY, MADERA, CA, 93638",614737746,"L"
