"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
73501,"157 BISHOP DR","AVONDALE","LA",70094,29.912754969,-90.2181206499999,1,"157 BISHOP DR, AVONDALE, LA, 70094","Match","Exact","157 BISHOP DR, AVONDALE, LA, 70094",93496714,"L"
73502,"157 BRAHMA AVENUE","BRIDGEWATER","NJ",8807,40.5655560540001,-74.661288607,2,"157 BRAHMA AVENUE, BRIDGEWATER, NJ, 8807","Match","Exact","157 BRAHMA AVE, BRIDGEWATER, NJ, 08807",59944826,"R"
73503,"157 BRIDGETON PIKE SUITE 310B","MULLICA HILL","NJ",8062,39.721738972,-75.2177236049999,3,"157 BRIDGETON PIKE SUITE 310B, MULLICA HILL, NJ, 8062","Match","Exact","157 BRIDGETON PIKE, MULLICA HILL, NJ, 08062",614106988,"R"
73504,"157 BROAD STREET","RED BANK","NJ",7701,40.347219265,-74.064994575,4,"157 BROAD STREET, RED BANK, NJ, 7701","Match","Exact","157 BROAD ST, RED BANK, NJ, 07701",90452282,"L"
73505,"157 BROOK HILL LANE","TROY","MO",63379,38.9055394760001,-90.95204265,5,"157 BROOK HILL LANE, TROY, MO, 63379","Match","Exact","157 BROOK HILL LN, TROY, MO, 63379",618454455,"R"
73506,"157 BRUSH RD","RICHMOND HTS","OH",44143,41.58162664,-81.4952895339999,6,"157 BRUSH RD, RICHMOND HTS, OH, 44143","Match","Exact","157 BRUSH RD, RICHMOND HEIGHTS, OH, 44143",61167635,"L"
73507,"157 CARMEL RIVIERA DR","CARMEL","CA",93923,36.4854048670001,-121.938647866,7,"157 CARMEL RIVIERA DR, CARMEL, CA, 93923","Match","Exact","157 CARMEL RIVIERA DR, CARMEL, CA, 93923",196876199,"R"
73508,"157 CHURCH STREET 12TH FLOOR","NEW HAVEN","CT",6510,41.306677689,-72.925300138,8,"157 CHURCH STREET 12TH FLOOR, NEW HAVEN, CT, 6510","Match","Exact","157 CHURCH ST, NEW HAVEN, CT, 06510",647240489,"R"
73509,"157 CHURCH STREET 19TH FLOOR","NEW HAVEN","CT",6511,NA,NA,9,"157 CHURCH STREET 19TH FLOOR, NEW HAVEN, CT, 6511","Tie",NA,NA,NA,NA
73510,"157 CLAREMONT GARDENS","OSSINING","NY",10562,NA,NA,10,"157 CLAREMONT GARDENS, OSSINING, NY, 10562","Tie",NA,NA,NA,NA
73511,"157 CLINTON AVE","LOWER BURRELL","PA",15068,40.5920092010001,-79.723259411,11,"157 CLINTON AVE, LOWER BURRELL, PA, 15068","Match","Exact","157 CLINTON AVE, LOWER BURRELL, PA, 15068",52960796,"R"
73512,"157 COUNTRY RIDGE DRIVE","REY BROOK","NY",10573,41.0309618570001,-73.688225286,12,"157 COUNTRY RIDGE DRIVE, REY BROOK, NY, 10573","Match","Non_Exact","157 COUNTRY RIDGE DR, RYE BROOK, NY, 10573",139761570,"L"
73513,"157 CR 104","OXFORD","MS",38655,34.42462591,-89.539580327,13,"157 CR 104, OXFORD, MS, 38655","Match","Exact","157 CO RD 104, OXFORD, MS, 38655",607273324,"L"
73514,"157 CRAVEN STREET","VALLEJO","CA",94590,38.114464377,-122.263099016,14,"157 CRAVEN STREET, VALLEJO, CA, 94590","Match","Exact","157 CRAVEN ST, VALLEJO, CA, 94590",192563631,"L"
73515,"157 CULVER ELLIS BLVD","KILLEN","AL",35645,34.889146731,-87.563165279,15,"157 CULVER ELLIS BLVD, KILLEN, AL, 35645","Match","Exact","157 CULVER ELLIS BLVD, KILLEN, AL, 35645",41336998,"L"
73516,"157 CUMNER ROAD","VIENNA","ME",4360,44.5335324390001,-70.0203853319999,16,"157 CUMNER ROAD, VIENNA, ME, 4360","Match","Exact","157 CUMNER RD, VIENNA, ME, 04360",75472345,"L"
73517,"157 DREGER","MEMPHIS","TN",38109,35.032711976,-90.0576720289999,17,"157 DREGER, MEMPHIS, TN, 38109","Match","Non_Exact","157 DREGER RD, MEMPHIS, TN, 38109",72909577,"R"
73518,"157 E 122 ST","CHICAGO","IL",60628,41.672609648,-87.6185011759999,18,"157 E 122 ST, CHICAGO, IL, 60628","Match","Exact","157 E 122ND ST, CHICAGO, IL, 60628",111777680,"R"
73519,"157 E 154TH ST","HARVEY","IL",60426,41.6099363280001,-87.646538995,19,"157 E 154TH ST, HARVEY, IL, 60426","Match","Exact","157 E 154TH ST, HARVEY, IL, 60426",605710459,"L"
73520,"157 E LINCOLN AVE","ROSELLE PARK","NJ",7204,NA,NA,20,"157 E LINCOLN AVE, ROSELLE PARK, NJ, 7204","Tie",NA,NA,NA,NA
