"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
236501,"5200 ANTLER COURT","SUWANEE","GA",30024,34.088410212,-84.0882717979999,1,"5200 ANTLER COURT, SUWANEE, GA, 30024","Match","Exact","5200 ANTLER CT, SUWANEE, GA, 30024",88930760,"R"
236502,"5200 BALCONES DRIVE STE 100","AUSTIN","TX",78731,30.3340090340001,-97.7596975549999,2,"5200 BALCONES DRIVE STE 100, AUSTIN, TX, 78731","Match","Exact","5200 BALCONES DR, AUSTIN, TX, 78731",63929276,"L"
236503,"5200 BELSERA CT","RENO","NV",89519,39.4740217070001,-119.829420158,3,"5200 BELSERA CT, RENO, NV, 89519","Match","Exact","5200 BELSERA CT, RENO, NV, 89519",107114771,"L"
236504,"5200 BUCK LAKE ROAD","TALLAHASSEE","FL",32317,30.463512087,-84.188325364,4,"5200 BUCK LAKE ROAD, TALLAHASSEE, FL, 32317","Match","Exact","5200 BUCK LAKE RD, TALLAHASSEE, FL, 32317",82865792,"L"
236505,"5200 CAMP WELFARE RD","WINNSBORO","SC",29055,34.4914718090001,-80.951273541,5,"5200 CAMP WELFARE RD, WINNSBORO, SC, 29055","Match","Non_Exact","5200 CAMP WELFARE RD, WINNSBORO, SC, 29180",40605570,"R"
236506,"5200 CITY PARK DRIVE UNIT 203","LENOIR CITY","TN",37774,35.799208048,-84.2353608289999,6,"5200 CITY PARK DRIVE UNIT 203, LENOIR CITY, TN, 37774","Match","Non_Exact","5200 CITY PARK DR, LENOIR CITY, TN, 37772",610289155,"L"
236507,"5200 CLEVELAND AVE SUITE B","COLUMBUS","OH",43229,40.075945706,-82.9516060609999,7,"5200 CLEVELAND AVE SUITE B, COLUMBUS, OH, 43229","Match","Non_Exact","5200 CLEVELAND AVE, COLUMBUS, OH, 43231",135705882,"L"
236508,"5200 CO RD 13","KANSAS","OH",44841,41.2695415150001,-83.328978777,8,"5200 CO RD 13, KANSAS, OH, 44841","Match","Exact","5200 CO RD 13, KANSAS, OH, 44841",647869850,"R"
236509,"5200 COQUINA KEY DRIVE SE 22C","ST PETERSBURG","FL",33705,27.7214581690001,-82.6279478709999,9,"5200 COQUINA KEY DRIVE SE 22C, ST PETERSBURG, FL, 33705","Match","Exact","5200 COQUINA KEY DR SE, SAINT PETERSBURG, FL, 33705",124714137,"L"
236510,"5200 COUNTY ROAD 13","KANSAS","OH",44841,41.2695415150001,-83.328978777,10,"5200 COUNTY ROAD 13, KANSAS, OH, 44841","Match","Exact","5200 CO RD 13, KANSAS, OH, 44841",647869850,"R"
236511,"5200 CURRY FORD RD APT 104","ORLANDO","FL",32812,28.524246717,-81.319903185,11,"5200 CURRY FORD RD APT 104, ORLANDO, FL, 32812","Match","Exact","5200 CURRY FORD RD, ORLANDO, FL, 32812",638650408,"R"
236512,"5200 CUSTER LANE","FLORENCE","MT",59833,46.6632160660001,-114.066689994,12,"5200 CUSTER LANE, FLORENCE, MT, 59833","Match","Exact","5200 CUSTER LN, FLORENCE, MT, 59833",205277366,"L"
236513,"5200 DALLAS HWY STE 200-295","POWDER SPGS","GA",30127,33.9403677110001,-84.7036749329999,13,"5200 DALLAS HWY STE 200-295, POWDER SPGS, GA, 30127","Match","Exact","5200 DALLAS HWY, POWDER SPGS, GA, 30127",17261711,"L"
236514,"5200 DALLAS HWY SUITE 200 PMB 299","POWDER SPRINGS","GA",30127,33.9403677110001,-84.7036749329999,14,"5200 DALLAS HWY SUITE 200 PMB 299, POWDER SPRINGS, GA, 30127","Match","Exact","5200 DALLAS HWY, POWDER SPGS, GA, 30127",17261711,"L"
