"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
319001,"9633 E LAS TUNAS","TEMPLE CITY","CA",91780,34.106849955,-118.0597599,1,"9633 E LAS TUNAS, TEMPLE CITY, CA, 91780","Match","Non_Exact","9633 LAS TUNAS DR, TEMPLE CITY, CA, 91780",141644636,"L"
319002,"9633 HOLLOW TREE DRIVE","LINCOLN","NE",68512,40.7147392040001,-96.6900411569999,2,"9633 HOLLOW TREE DRIVE, LINCOLN, NE, 68512","Match","Exact","9633 HOLLOW TREE DR, LINCOLN, NE, 68512",28299059,"R"
319003,"9633 LAS TUNAS DR","TEMPLE CITY","CA",91780,34.1068428460001,-118.059811084,3,"9633 LAS TUNAS DR, TEMPLE CITY, CA, 91780","Match","Exact","9633 LAS TUNAS DR, TEMPLE CITY, CA, 91780",141644636,"L"
319004,"9633 SOUTHMILL DR","GLEN ALLEN","VA",23060,37.666151217,-77.556177818,4,"9633 SOUTHMILL DR, GLEN ALLEN, VA, 23060","Match","Exact","9633 SOUTHMILL DR, GLEN ALLEN, VA, 23060",106664320,"R"
319005,"9633 SPRING BREEZE CT","SACRAMENTO","CA",95757,38.4078646620001,-121.433048639,5,"9633 SPRING BREEZE CT, SACRAMENTO, CA, 95757","Match","Non_Exact","9633 SPRING BREEZE CT, ELK GROVE, CA, 95757",133435077,"L"
319006,"9633 STEELE MEADOW RD","CHARLOTTE","NC",28273,35.1439151380001,-80.976172736,6,"9633 STEELE MEADOW RD, CHARLOTTE, NC, 28273","Match","Exact","9633 STEELE MEADOW RD, CHARLOTTE, NC, 28273",70564287,"L"
319007,"9633 US HWY 74W","PEACHLAND","NC",28133,NA,NA,7,"9633 US HWY 74W, PEACHLAND, NC, 28133","No_Match",NA,NA,NA,NA
319008,"9634 FALLING STREAM DRIVE","CHARLOTTE","NC",28214,35.320592579,-80.968086989,8,"9634 FALLING STREAM DRIVE, CHARLOTTE, NC, 28214","Match","Exact","9634 FALLING STREAM DR, CHARLOTTE, NC, 28214",70582822,"R"
319009,"9634 GAMMA RD","KABETOGAMA","MN",56669,48.4231490120001,-93.048855402,9,"9634 GAMMA RD, KABETOGAMA, MN, 56669","Match","Exact","9634 GAMMA RD, KABETOGAMA, MN, 56669",163159485,"R"
319010,"9634 IRBY ST","HOUSTON","TX",77088,29.8832906100001,-95.433724846,10,"9634 IRBY ST, HOUSTON, TX, 77088","Match","Exact","9634 IRBY ST, HOUSTON, TX, 77088",96052416,"R"
319011,"9634 S CRANDON AVE","CHICAGO","IL",60617,41.7203158090001,-87.5668790679999,11,"9634 S CRANDON AVE, CHICAGO, IL, 60617","Match","Exact","9634 S CRANDON AVE, CHICAGO, IL, 60617",111777122,"R"
319012,"9634 THORSK ST APT 526","BOTHELL","WA",98011,47.7623421980001,-122.209639202,12,"9634 THORSK ST APT 526, BOTHELL, WA, 98011","Match","Exact","9634 THORSK ST, BOTHELL, WA, 98011",186598804,"R"
319013,"9635 E MINNESOTA AVE","CHANDLER","AZ",85248,33.217597133,-111.874484183,13,"9635 E MINNESOTA AVE, CHANDLER, AZ, 85248","Match","Exact","9635 E MINNESOTA AVE, CHANDLER, AZ, 85248",128318092,"R"
319014,"9635 MOLLYLEA DRIVE","BATON ROUGE","LA",70815,30.4525181870001,-91.080509034,14,"9635 MOLLYLEA DRIVE, BATON ROUGE, LA, 70815","Match","Exact","9635 MOLLYLEA DR, BATON ROUGE, LA, 70815",92190916,"L"
319015,"9635 NORTH 7TH STREET","PHOENIX","AZ",85020,33.573567047,-112.065168932,15,"9635 NORTH 7TH STREET, PHOENIX, AZ, 85020","Match","Exact","9635 N 7TH ST, PHOENIX, AZ, 85020",128206505,"R"
319016,"9635 PARRAMATTA PLACE","HIGHLANDS RANCH","CO",80130,39.5416374800001,-104.927455372,16,"9635 PARRAMATTA PLACE, HIGHLANDS RANCH, CO, 80130","Match","Non_Exact","9635 S PARRAMATTA PL, HIGHLANDS RANCH, CO, 80130",130851675,"R"
319017,"9635 RAVENSCROFT LN NW","CONCORD","NC",28027,35.4376644650001,-80.7414447099999,17,"9635 RAVENSCROFT LN NW, CONCORD, NC, 28027","Match","Exact","9635 RAVENSCROFT LN NW, CONCORD, NC, 28027",637548307,"L"
319018,"9635 STATE RD","MILLINGTON","MI",48746,43.2476938840001,-83.529343296,18,"9635 STATE RD, MILLINGTON, MI, 48746","Match","Exact","9635 STATE RD, MILLINGTON, MI, 48746",625000885,"R"
319019,"9635 WESTLAND DR","KNOXVILLE","TN",37922,35.8776450610001,-84.0934344839999,19,"9635 WESTLAND DR, KNOXVILLE, TN, 37922","Match","Exact","9635 WESTLAND DR, KNOXVILLE, TN, 37922",42676345,"L"
319020,"9636 99TH COURT","SAINT JOHN","IN",46373,41.4384425740001,-87.451769269,20,"9636 99TH COURT, SAINT JOHN, IN, 46373","Match","Exact","9636 99TH CT, SAINT JOHN, IN, 46373",627828791,"L"
319021,"9636 COUNTY ROAD 6","CASTLEBERRY","AL",36432,NA,NA,21,"9636 COUNTY ROAD 6, CASTLEBERRY, AL, 36432","No_Match",NA,NA,NA,NA
319022,"9636 COURT GLEN DRIVE","HOUSTON","TX",77099,29.673791958,-95.583055192,22,"9636 COURT GLEN DRIVE, HOUSTON, TX, 77099","Match","Exact","9636 COURT GLEN DR, HOUSTON, TX, 77099",96603149,"L"
319023,"9636 GARDEN GROVE BLVD STE 17","GARDEN GROVE","CA",92844,33.7739849000001,-117.964065126,23,"9636 GARDEN GROVE BLVD STE 17, GARDEN GROVE, CA, 92844","Match","Exact","9636 GARDEN GROVE BLVD, GARDEN GROVE, CA, 92844",144034947,"R"
