"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
134501,"2426 ROLLING FARMS ROAD","GLENSHAW","PA",15116,40.5404574190001,-79.941694863,1,"2426 ROLLING FARMS ROAD, GLENSHAW, PA, 15116","Match","Exact","2426 ROLLING FARMS RD, GLENSHAW, PA, 15116",51708514,"R"
134502,"2426 S 179TH STREET","OMAHA","NE",68130,41.238088288,-96.195184607,2,"2426 S 179TH STREET, OMAHA, NE, 68130","Match","Exact","2426 S 179TH ST, OMAHA, NE, 68130",117018781,"R"
134503,"2426 SENECA ST","PASADENA","CA",91107,34.1392539560001,-118.10072848,3,"2426 SENECA ST, PASADENA, CA, 91107","Match","Exact","2426 SENECA ST, PASADENA, CA, 91107",141633226,"R"
134504,"2426 STERLING MANOR DRIVE","BUFORD","GA",30518,34.147554825,-84.013845498,4,"2426 STERLING MANOR DRIVE, BUFORD, GA, 30518","Match","Non_Exact","2426 STERLING MANOR DR NE, BUFORD, GA, 30518",625649523,"L"
134505,"2426 T ST APT 3","SACRAMENTO","CA",95818,38.5640685490001,-121.478641789,5,"2426 T ST APT 3, SACRAMENTO, CA, 95818","Match","Non_Exact","2426 T ST, SACRAMENTO, CA, 95816",652197820,"R"
134506,"2426 TX 36","BELLVILLE","TX",77418,NA,NA,6,"2426 TX 36, BELLVILLE, TX, 77418","No_Match",NA,NA,NA,NA
134507,"2426 VINEYARD LANE","CROFTON","MD",21114,39.0282673310001,-76.676075746,7,"2426 VINEYARD LANE, CROFTON, MD, 21114","Match","Exact","2426 VINEYARD LN, CROFTON, MD, 21114",650120914,"R"
134508,"2426 WASHINGTON AVE","WACO","TX",76701,31.5419481970001,-97.1505771069999,8,"2426 WASHINGTON AVE, WACO, TX, 76701","Match","Exact","2426 WASHINGTON AVE, WACO, TX, 76701",146735926,"L"
134509,"2426 WESTMINSTER WEST ROAD APT 3","PUTNEY","VT",5346,43.0520362440001,-72.5338111949999,9,"2426 WESTMINSTER WEST ROAD APT 3, PUTNEY, VT, 5346","Match","Exact","2426 WESTMINSTER WEST RD, PUTNEY, VT, 05346",171100727,"R"
134510,"2426 WILD VALLEY DRIVE","JACKSON","MS",39211,32.3554374890001,-90.1223297669999,10,"2426 WILD VALLEY DRIVE, JACKSON, MS, 39211","Match","Exact","2426 WILD VALLEY DR, JACKSON, MS, 39211",65373803,"L"
134511,"2426 WILTSHIRE","BERKLEY","MI",48072,42.4986644780001,-83.18281067,11,"2426 WILTSHIRE, BERKLEY, MI, 48072","Match","Non_Exact","2426 WILTSHIRE RD, BERKLEY, MI, 48072",69737861,"R"
134512,"2426 YAVAPAI STREET","CHINO VALLEY","AZ",86323,34.7809019360001,-112.474616923,12,"2426 YAVAPAI STREET, CHINO VALLEY, AZ, 86323","Match","Non_Exact","2426 N YAVAPAI ST, CHINO VALLEY, AZ, 86323",159448166,"R"
134513,"2426","MONTGOMERY","AL",36102,NA,NA,13,"2426, MONTGOMERY, AL, 36102","No_Match",NA,NA,NA,NA
134514,"24260 WOODSAGE DR","BONITA SPRINGS","FL",34134,26.3910731610001,-81.81483707,14,"24260 WOODSAGE DR, BONITA SPRINGS, FL, 34134","Match","Exact","24260 WOODSAGE DR, BONITA SPGS, FL, 34134",600391937,"L"
134515,"24261 STATE HWY 68","WABASSO","MN",56293,44.3989978650001,-95.30242548,15,"24261 STATE HWY 68, WABASSO, MN, 56293","Match","Exact","24261 STATE HWY 68, WABASSO, MN, 56293",33812455,"R"
134516,"24262 HIGHWAY 7","WARSAW","MO",65355,NA,NA,16,"24262 HIGHWAY 7, WARSAW, MO, 65355","No_Match",NA,NA,NA,NA
134517,"24262 WALNUT STREET UNIT B","NEW HALL","CA",91321,34.3777581260001,-118.528447006,17,"24262 WALNUT STREET UNIT B, NEW HALL, CA, 91321","Match","Non_Exact","24262 WALNUT ST, NEWHALL, CA, 91321",141537998,"R"
134518,"24263 SWIFT DEER TRL","CORONA","CA",92883,33.766286216,-117.484915288,18,"24263 SWIFT DEER TRL, CORONA, CA, 92883","Match","Exact","24263 SWIFT DEER TRL, CORONA, CA, 92883",624284529,"L"
134519,"24264 E DESMET RD","LIBERTY LAKE","WA",99019,47.6669607040001,-117.078775777,19,"24264 E DESMET RD, LIBERTY LAKE, WA, 99019","Match","Non_Exact","24264 E DESMET CT, LIBERTY LAKE, WA, 99019",605655431,"L"
134520,"24265 E 4TH DR","AURORA","CO",80018,39.721721261,-104.705761732,20,"24265 E 4TH DR, AURORA, CO, 80018","Match","Exact","24265 E 4TH DR, AURORA, CO, 80018",177563871,"L"
134521,"24265 ELECTRIC AVENUE","RED BLUFF","CA",96080,40.1457902600001,-122.134053012,21,"24265 ELECTRIC AVENUE, RED BLUFF, CA, 96080","Match","Exact","24265 ELECTRIC AVE, RED BLUFF, CA, 96080",119386908,"R"
