"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
75501,"160 E QUEEN ANNE DR","CHULA VISTA","CA",91911,32.616351916,-117.049179648,1,"160 E QUEEN ANNE DR, CHULA VISTA, CA, 91911","Match","Exact","160 E QUEEN ANNE DR, CHULA VISTA, CA, 91911",195357327,"R"
75502,"160 EAGLE CHASE LANE","TROUTMAN","NC",28166,35.6579406170001,-80.93465415,2,"160 EAGLE CHASE LANE, TROUTMAN, NC, 28166","Match","Exact","160 EAGLE CHASE LN, TROUTMAN, NC, 28166",46011393,"R"
75503,"160 EAST 84TH ST SUITE 18A","NEW YORK","NY",10028,40.777955579,-73.956020743,3,"160 EAST 84TH ST SUITE 18A, NEW YORK, NY, 10028","Match","Exact","160 E 84TH ST, NEW YORK, NY, 10028",59658259,"R"
75504,"160 EAST 97TH ST UNIT 4D","NEW YORK","NY",10029,NA,NA,4,"160 EAST 97TH ST UNIT 4D, NEW YORK, NY, 10029","No_Match",NA,NA,NA,NA
75505,"160 EAST COACHMAN PLACE","MUTTONTOWN","NY",11791,NA,NA,5,"160 EAST COACHMAN PLACE, MUTTONTOWN, NY, 11791","No_Match",NA,NA,NA,NA
75506,"160 EAST DOE RUN ROAD","KENNETT SQUARE","PA",19348,39.8864968440001,-75.710719964,6,"160 EAST DOE RUN ROAD, KENNETT SQUARE, PA, 19348","Match","Exact","160 E DOE RUN RD, KENNETT SQUARE, PA, 19348",624042536,"L"
75507,"160 EAST HIGHLAND AVENUE  / SUITE A","SIERRA MADRE","CA",91024,34.1643470590001,-118.048834923,7,"160 EAST HIGHLAND AVENUE  / SUITE A, SIERRA MADRE, CA, 91024","Match","Exact","160 E HIGHLAND AVE, SIERRA MADRE, CA, 91024",142741068,"R"
75508,"160 EAST MAIN ST","GEORGETOWN","KY",40324,38.209879277,-84.5585409509999,8,"160 EAST MAIN ST, GEORGETOWN, KY, 40324","Match","Exact","160 E MAIN ST, GEORGETOWN, KY, 40324",41232122,"L"
75509,"160 EAST MAIN STREET","LITTLE FALLS","NJ",7424,40.877648289,-74.218120729,9,"160 EAST MAIN STREET, LITTLE FALLS, NJ, 7424","Match","Exact","160 E MAIN ST, LITTLE FALLS, NJ, 07424",65280914,"L"
75510,"160 EAST MARQUETTE RD","CHICAGO","IL",60637,41.772894131,-87.621270775,10,"160 EAST MARQUETTE RD, CHICAGO, IL, 60637","Match","Exact","160 E MARQUETTE RD, CHICAGO, IL, 60637",605841211,"L"
75511,"160 ELLENDALE LANE NW","ATLANTA","GA",30318,33.7592331970001,-84.466354084,11,"160 ELLENDALE LANE NW, ATLANTA, GA, 30318","Match","Exact","160 ELLENDALE LN NW, ATLANTA, GA, 30318",17339814,"L"
75512,"160 EVERGREEN RD","BROCKPORT","NY",14420,43.2173582130001,-77.948324299,12,"160 EVERGREEN RD, BROCKPORT, NY, 14420","Match","Exact","160 EVERGREEN RD, BROCKPORT, NY, 14420",14560607,"R"
75513,"160 FAIROAKS CIRCLE","STOCKBRIDGE","GA",30281,33.620394984,-84.197913534,13,"160 FAIROAKS CIRCLE, STOCKBRIDGE, GA, 30281","Match","Exact","160 FAIROAKS CIR, STOCKBRIDGE, GA, 30281",210418860,"R"
75514,"160 FISHTOWN ROAD","MYSTIC","CT",6355,41.34707093,-71.999172041,14,"160 FISHTOWN ROAD, MYSTIC, CT, 6355","Match","Exact","160 FISHTOWN RD, MYSTIC, CT, 06355",56857229,"L"
75515,"160 FOLLYHATCH","IRVINE","CA",92618,33.69007136,-117.736794341,15,"160 FOLLYHATCH, IRVINE, CA, 92618","Match","Exact","160 FOLLYHATCH, IRVINE, CA, 92618",650738070,"L"
75516,"160 FOREST DRIVE","ADVANCE","NC",27006,36.0114183850001,-80.457527032,16,"160 FOREST DRIVE, ADVANCE, NC, 27006","Match","Exact","160 FOREST DR, ADVANCE, NC, 27006",635896359,"L"
75517,"160 FOREST DRIVE","MOUNT KISCO","NY",10549,41.2053869480001,-73.7375016079999,17,"160 FOREST DRIVE, MOUNT KISCO, NY, 10549","Match","Exact","160 FOREST DR, MOUNT KISCO, NY, 10549",139758645,"L"
75518,"160 FOSTER CENTER ROAD","FOSTER","RI",2825,41.8052358830001,-71.7278344429999,18,"160 FOSTER CENTER ROAD, FOSTER, RI, 2825","Match","Exact","160 FOSTER CENTER RD, FOSTER, RI, 02825",47445578,"R"
75519,"160 FRASIER FIR LANE","COLUMBIA","SC",29229,34.1511411810001,-80.8930165419999,19,"160 FRASIER FIR LANE, COLUMBIA, SC, 29229","Match","Exact","160 FRASIER FIR LN, COLUMBIA, SC, 29229",612219265,"R"
75520,"160 FREMONT STREET - UNIT 235","WORCESTER","MA",1603,42.24261475,-71.824297115,20,"160 FREMONT STREET - UNIT 235, WORCESTER, MA, 1603","Match","Exact","160 FREMONT ST, WORCESTER, MA, 01603",40009627,"R"
75521,"160 GALE BLVD APT 202","MELVINDALE","MI",48122,42.2736421910001,-83.187661619,21,"160 GALE BLVD APT 202, MELVINDALE, MI, 48122","Match","Exact","160 GALE BLVD, MELVINDALE, MI, 48122",95504661,"R"
75522,"160 GENESEE STREET 6TH FLOOR","AUBURN","NY",13021,NA,NA,22,"160 GENESEE STREET 6TH FLOOR, AUBURN, NY, 13021","No_Match",NA,NA,NA,NA
75523,"160 GREENCROFT PLACE","DANVILLE","VA",24541,36.558010729,-79.396720065,23,"160 GREENCROFT PLACE, DANVILLE, VA, 24541","Match","Exact","160 GREENCROFT PL, DANVILLE, VA, 24541",56664617,"R"
75524,"160 GREENWAY FARM RD","SENECA","SC",29672,34.721376079,-83.000096159,24,"160 GREENWAY FARM RD, SENECA, SC, 29672","Match","Exact","160 GREENWAY FARM RD, SENECA, SC, 29672",25651885,"L"
75525,"160 HARBOR DRIVE","KEY BISCAYNE","FL",33149,25.698870395,-80.167205914,25,"160 HARBOR DRIVE, KEY BISCAYNE, FL, 33149","Match","Exact","160 HARBOR DR, KEY BISCAYNE, FL, 33149",116021256,"R"
75526,"160 HARMONY RD","WEXFORD","PA",15090,40.6471625340001,-80.082970771,26,"160 HARMONY RD, WEXFORD, PA, 15090","Match","Exact","160 HARMONY RD, WEXFORD, PA, 15090",614394211,"R"
75527,"160 HILLCREST AVE","MORRIRSTOWN","NJ",7960,40.7925997930001,-74.501203924,27,"160 HILLCREST AVE, MORRIRSTOWN, NJ, 7960","Match","Non_Exact","160 HILLCREST AVE, MORRISTOWN, NJ, 07960",647642411,"L"
75528,"160 HOBSON ST","NEWARK","NJ",7112,40.714697888,-74.2182945439999,28,"160 HOBSON ST, NEWARK, NJ, 7112","Match","Exact","160 HOBSON ST, NEWARK, NJ, 07112",647616164,"L"
