"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
299501,"8297 COTTONWOOD AVE 35","FONTANA","CA",92335,34.1034124620001,-117.510581113,1,"8297 COTTONWOOD AVE 35, FONTANA, CA, 92335","Match","Exact","8297 COTTONWOOD AVE, FONTANA, CA, 92335",144640457,"L"
299502,"8298 STORROW DRIVE","WESTERVILLE","OH",43081,40.1340705490001,-83.002958361,2,"8298 STORROW DRIVE, WESTERVILLE, OH, 43081","Match","Exact","8298 STORROW DR, WESTERVILLE, OH, 43081",135623330,"L"
299503,"8299 HIGHWAY 166","DOUGLASVILLE","GA",30135,33.6180085670001,-84.846435759,3,"8299 HIGHWAY 166, DOUGLASVILLE, GA, 30135","Match","Exact","8299 HWY 166, DOUGLASVILLE, GA, 30135",16645918,"L"
299504,"8299 RIVERDALE ST","DEARBORN HEIGHTS","MI",48127,42.352482223,-83.2677729229999,4,"8299 RIVERDALE ST, DEARBORN HEIGHTS, MI, 48127","Match","Exact","8299 RIVERDALE ST, DEARBORN HEIGHTS, MI, 48127",95431674,"L"
299505,"82998 562 AVE","STANTON","NE",68779,NA,NA,5,"82998 562 AVE, STANTON, NE, 68779","No_Match",NA,NA,NA,NA
299506,"82A MANOR RD","HUNTINGTON","NY",11743,40.847645544,-73.357070899,6,"82A MANOR RD, HUNTINGTON, NY, 11743","Match","Exact","82 MANOR RD, HUNTINGTON, NY, 11743",636800241,"L"
299507,"83 APRICOT AVE","LEOLA","PA",17540,40.081198278,-76.2002147009999,7,"83 APRICOT AVE, LEOLA, PA, 17540","Match","Exact","83 APRICOT AVE, LEOLA, PA, 17540",179687853,"L"
299508,"83 ARNOLD AVENUE","MOUNT HOLLY","NJ",8060,39.993308562,-74.777123578,8,"83 ARNOLD AVENUE, MOUNT HOLLY, NJ, 8060","Match","Exact","83 ARNOLD AVE, MOUNT HOLLY, NJ, 08060",134035692,"L"
299509,"83 ARTESIA DRIVE","CHICO","CA",95973,39.7631906170001,-121.82987218,9,"83 ARTESIA DRIVE, CHICO, CA, 95973","Match","Exact","83 ARTESIA DR, CHICO, CA, 95973",68460657,"R"
299510,"83 BOSTON POST ROAD","WATERFORD","CT",6385,41.34218077,-72.125464361,10,"83 BOSTON POST ROAD, WATERFORD, CT, 6385","Match","Exact","83 BOSTON POST RD, WATERFORD, CT, 06385",56845079,"R"
299511,"83 BRIAR PATCH ROAD","PHILIPPI","WV",26416,NA,NA,11,"83 BRIAR PATCH ROAD, PHILIPPI, WV, 26416","No_Match",NA,NA,NA,NA
299512,"83 BRIDGE STREET","SAINT AUGUSTINE","FL",32084,29.889006678,-81.314437926,12,"83 BRIDGE STREET, SAINT AUGUSTINE, FL, 32084","Match","Exact","83 BRIDGE ST, SAINT AUGUSTINE, FL, 32084",92582409,"R"
299513,"83 BURROUGHS DRIVE","AMHERST","NY",14226,42.964081107,-78.7785314769999,13,"83 BURROUGHS DRIVE, AMHERST, NY, 14226","Match","Exact","83 BURROUGHS DR, AMHERST, NY, 14226",48298187,"R"
299514,"83 CANAL STREET SUITE 611","NEW YORK","NY",10002,40.715297751,-73.993181728,14,"83 CANAL STREET SUITE 611, NEW YORK, NY, 10002","Match","Exact","83 CANAL ST, NEW YORK, NY, 10002",59654181,"R"
299515,"83 CANE CREEK DRIVE","QUINTON","AL",35130,33.6710958410001,-87.116909584,15,"83 CANE CREEK DRIVE, QUINTON, AL, 35130","Match","Exact","83 CANE CREEK DR, QUINTON, AL, 35130",120592193,"L"
299516,"83 CASTELLAN DRIVE","GREER","SC",29650,34.8660824020001,-82.2746886629999,16,"83 CASTELLAN DRIVE, GREER, SC, 29650","Match","Exact","83 CASTELLAN DR, GREER, SC, 29650",38362765,"R"
299517,"83 CERCLE DE LA CERESE","SPARKS","NV",89434,NA,NA,17,"83 CERCLE DE LA CERESE, SPARKS, NV, 89434","No_Match",NA,NA,NA,NA
299518,"83 CHARLES ST","DUMONT","NJ",7628,40.9457204380001,-73.9827590309999,18,"83 CHARLES ST, DUMONT, NJ, 7628","Match","Exact","83 CHARLES ST, DUMONT, NJ, 07628",64373301,"R"
299519,"83 CHESTNUT ST SOUTH","LIVINGSTON","NJ",7039,40.766709292,-74.314713883,19,"83 CHESTNUT ST SOUTH, LIVINGSTON, NJ, 7039","Match","Non_Exact","83 CHESTNUT ST, LIVINGSTON, NJ, 07039",63494181,"L"
299520,"83 CHESTNUT ST","SAUGUS","MA",1906,42.456385079,-70.991599542,20,"83 CHESTNUT ST, SAUGUS, MA, 1906","Match","Exact","83 CHESTNUT ST, SAUGUS, MA, 01906",86637469,"R"
299521,"83 CHURCH ST","WHITINSVILLE","MA",1588,42.111611861,-71.661255237,21,"83 CHURCH ST, WHITINSVILLE, MA, 1588","Match","Exact","83 CHURCH ST, WHITINSVILLE, MA, 01588",40068436,"R"
299522,"83 CHURCH STREET","WINCHESTER","MA",1890,42.449351451,-71.146257782,22,"83 CHURCH STREET, WINCHESTER, MA, 1890","Match","Exact","83 CHURCH ST, WINCHESTER, MA, 01890",87111620,"R"
299523,"83 COVINGTON DRIVE","SHREWSBURY","PA",17361,39.754071993,-76.6676678539999,23,"83 COVINGTON DRIVE, SHREWSBURY, PA, 17361","Match","Exact","83 COVINGTON DR, SHREWSBURY, PA, 17361",88714199,"L"
299524,"83 CRESCENT STREET","GREENFIELD","MA",1301,42.5868544350001,-72.592150639,24,"83 CRESCENT STREET, GREENFIELD, MA, 1301","Match","Exact","83 CRESCENT ST, GREENFIELD, MA, 01301",39916881,"L"
299525,"83 DANBURY COURT","ALAMO","CA",94507,37.873277241,-122.005073949,25,"83 DANBURY COURT, ALAMO, CA, 94507","Match","Exact","83 DANBURY CT, ALAMO, CA, 94507",192097033,"L"
299526,"83 DELAFIELD PL","STATEN ISLAND","NY",10310,40.6438753360001,-74.110191168,26,"83 DELAFIELD PL, STATEN ISLAND, NY, 10310","Match","Exact","83 DELAFIELD PL, STATEN ISLAND, NY, 10310",59878224,"R"
299527,"83 DIVISION ST","GROTON","CT",6340,41.3388367250001,-72.071611015,27,"83 DIVISION ST, GROTON, CT, 6340","Match","Exact","83 DIVISION ST, GROTON, CT, 06340",56852324,"R"
299528,"83 DOBBS DRIVE","COLUMBUS","MS",39701,33.5085372770001,-88.509436436,28,"83 DOBBS DRIVE, COLUMBUS, MS, 39701","Match","Exact","83 DOBBS DR, COLUMBUS, MS, 39701",756112,"L"
299529,"83 DOUGLAS AVENUE","MCKENZIE","TN",38201,36.149129529,-88.520822171,29,"83 DOUGLAS AVENUE, MCKENZIE, TN, 38201","Match","Non_Exact","83 DOUGLAS AVE, MC KENZIE, TN, 38201",19592299,"L"
299530,"83 DRESSER STREET","BOSTON","MA",2127,42.337815989,-71.044905801,30,"83 DRESSER STREET, BOSTON, MA, 2127","Match","Exact","83 DRESSER ST, BOSTON, MA, 02127",85712765,"R"
299531,"83 EAST 56TH STREET","BROOKLYN","NY",11203,40.654838327,-73.9248819919999,31,"83 EAST 56TH STREET, BROOKLYN, NY, 11203","Match","Exact","83 E 56TH ST, BROOKLYN, NY, 11203",59083673,"L"
299532,"83 EAST MAIN STREET","WESTMINSTER","MD",21157,39.5734435370001,-76.994198699,32,"83 EAST MAIN STREET, WESTMINSTER, MD, 21157","Match","Exact","83 E MAIN ST, WESTMINSTER, MD, 21157",608459136,"L"
299533,"83 ELIZABETH AVE","NEWARK","NJ",7108,40.7199178810001,-74.1891890329999,33,"83 ELIZABETH AVE, NEWARK, NJ, 7108","Match","Exact","83 ELIZABETH AVE, NEWARK, NJ, 07108",63466449,"R"
299534,"83 EMERALD RIDGE","AIKEN","SC",29803,33.487107248,-81.691663545,34,"83 EMERALD RIDGE, AIKEN, SC, 29803","Match","Exact","83 EMERALD RIDGE, AIKEN, SC, 29803",65040615,"L"
299535,"83 ENCANTO LANE","SAN LUIS OBISPO","CA",93401,35.2421401300001,-120.679113212,35,"83 ENCANTO LANE, SAN LUIS OBISPO, CA, 93401","Match","Exact","83 ENCANTO LN, SAN LUIS OBISPO, CA, 93401",109737986,"L"
299536,"83 FAIRMOUNT AVE UNIT 1","HYDE PARK","MA",2136,42.2545851510001,-71.120008696,36,"83 FAIRMOUNT AVE UNIT 1, HYDE PARK, MA, 2136","Match","Exact","83 FAIRMOUNT AVE, HYDE PARK, MA, 02136",85704508,"R"
299537,"83 FRANCES AVENUE","STANHOPE","NJ",7874,40.9159463010001,-74.6749613859999,37,"83 FRANCES AVENUE, STANHOPE, NJ, 7874","Match","Exact","83 FRANCES AVE, STANHOPE, NJ, 07874",98006750,"L"
299538,"83 GARVINS FALLS RD","CONCORD","NH",3301,43.1841627360001,-71.510233609,38,"83 GARVINS FALLS RD, CONCORD, NH, 3301","Match","Exact","83 GARVINS FALLS RD, CONCORD, NH, 03301",117717754,"R"
299539,"83 GELSTON AVENUE","BROOKLYN","NY",11209,40.619123528,-74.026950486,39,"83 GELSTON AVENUE, BROOKLYN, NY, 11209","Match","Exact","83 GELSTON AVE, BROOKLYN, NY, 11209",59087555,"L"
299540,"83 GLEN ROAD","WOODCLIFF LAKE","NJ",7677,41.03030547,-74.0524815269999,40,"83 GLEN ROAD, WOODCLIFF LAKE, NJ, 7677","Match","Exact","83 GLEN RD, WOODCLIFF LAKE, NJ, 07677",64411816,"L"
299541,"83 GRANBY STREET","SPRINGFIELD","MA",1108,42.0825939040001,-72.537573314,41,"83 GRANBY STREET, SPRINGFIELD, MA, 1108","Match","Exact","83 GRANBY ST, SPRINGFIELD, MA, 01108",640101154,"R"
299542,"83 GREEN PASTURES LANE","LACROSSE","VA",23950,NA,NA,42,"83 GREEN PASTURES LANE, LACROSSE, VA, 23950","No_Match",NA,NA,NA,NA
299543,"83 HAMMOND ROAD","JAYESS","MS",39641,31.292733119,-90.171809837,43,"83 HAMMOND ROAD, JAYESS, MS, 39641","Match","Exact","83 HAMMOND RD, JAYESS, MS, 39641",82565327,"R"
299544,"83 HANOHANO STREET","HILO","HI",96720,19.6736019530001,-155.101900066,44,"83 HANOHANO STREET, HILO, HI, 96720","Match","Exact","83 HANOHANO ST, HILO, HI, 96720",203000180,"L"
299545,"83 HIGHLAND STREE","CANTON","MA",2021,42.1438853490001,-71.1533826,45,"83 HIGHLAND STREE, CANTON, MA, 2021","Match","Non_Exact","83 HIGHLAND ST, CANTON, MA, 02021",87273771,"R"
299546,"83 HOOK MOUNTAIN RPAD","MONTVILLE","NJ",7045,40.8754129180001,-74.33979791,46,"83 HOOK MOUNTAIN RPAD, MONTVILLE, NJ, 7045","Match","Non_Exact","83 HOOK MOUNTAIN RD, MONTVILLE, NJ, 07045",651868740,"R"
299547,"83 HOSKINS ST","HESPERIA","MI",49421,43.569852917,-86.036401575,47,"83 HOSKINS ST, HESPERIA, MI, 49421","Match","Exact","83 HOSKINS ST, HESPERIA, MI, 49421",150217699,"L"
299548,"83 IKENA KAI PL","KULA","HI",96790,20.804574001,-156.362069931,48,"83 IKENA KAI PL, KULA, HI, 96790","Match","Exact","83 IKENA KAI PL, KULA, HI, 96790",651317561,"L"
299549,"83 JOHNSON ST","TRUMBULL","CT",6611,41.2597513740001,-73.2316433459999,49,"83 JOHNSON ST, TRUMBULL, CT, 6611","Match","Exact","83 JOHNSON ST, TRUMBULL, CT, 06611",3217453,"L"
299550,"83 JORDAN STREET","BROCKTON","MA",2302,42.1129177920001,-71.014827208,50,"83 JORDAN STREET, BROCKTON, MA, 2302","Match","Exact","83 JORDAN ST, BROCKTON, MA, 02302",87441731,"R"
